id,name,taxa_kind_id_name,description,col_id,eol_id,Sinonimi,Autore,Etimologia,"Tipo di vegetazione","Diffusione geografica","Nome italiano",Fioritura,Altezza,"Inizio fioritura","Fine fioritura"
890739,"Centaurea solstitialis",Specie,"Pianta di solito bienne, tomentosa, con foglie pennatopartite più o meno lirate, con mucroni rigidi al margine; porta capolini con squame dell'involucro lineari spinose; i fiori sono gialli.<br /><br />Negli incolti aridi si incontra anche <em>C. calcitrapa</em> L. cardoriccio, pianta spinosa nelle brattee involucranti; ha capolini di corolle porporine ed è distribuita nell'Europa mediterranea.",d74f51280987b018782a15b2fd03df08,467678,,Linneo,,"Infestante delle vigne, si incontra negli incolti e al bordo dei sentieri fino a 1000 m.","Comunissima nell'area mediterranea, è presente anche in altre regioni europee.",Calcatreppola,,,Giugno,Settembre
693738,"Carthamus lanatus",Specie,"Pianta annua, pelosetta, con foglie basali lirate, quelle sul fusto sono partite e spinose; capolini terminali, di 2 cm di ⌀, sono avvolti da brattee spinose; i fiori tubulosi hanno corolle gialle; gli acheni portano un breve pappo di peli e squame.<br /><br />Erano tenute in considerazione le proprietà medicinali risolventi e antisettiche.<br />Specie affine, ma non simile, perché con foglie ovali appena spinulose, capolini di fiori rosso-aranciati, è <em>C. tinctorius</em> L.; veniva utilizzata un tempo come colorante giallo e per l'olio estratto dai frutti.",6f45db503f9946d3584af5594e5544e1,488429,"( = Kentrophyllum lanatum DC.)",Linneo,"Il genere deriva forse il suo nome da voce araba che significa 'tingere'.","Vive negli incolti aridi, lungo i sentieri, sulle coste fino al piano collinare.","Diffusa soprattutto nell'Europa meridionale.",Zafferanone,,,Giugno,Agosto
919737,"Carlina vulgaris",Specie,"Pianta perenne, con fusto nullo o alto fino a 60 cm, peloso e più o meno ramificato. Le foglie sono abbraccianti, lanceolate e spinescenti al margine; i capolini terminali, solitari, presentano brattee spinose e corolle giallo-porporine; acheni con pappo a setole pennate.<br /><br />È buona specie mellifera.",84f33de263d6bbe75a772a4ea998d2f1,467752,,Linneo,,"Frequente nei pascoli aridi, al bordo dei sentieri, nei luoghi incolti, nelle chiarie dei boschi fino al piano montano inferiore.","In tutta Europa, salvo le zone artiche.","Carlina comune",,,Giugno,Settembre
603736,"Cnicus benedictus",Specie,"Pianta annua, ispidamente pelosa, con foglie basali pennatopartite e quelle del fusto abbracciami e lobato-spinose; i capolini, di 2 cm di ⌀, presentano brattee avvolgenti più o meno lobate e aculeate e corolle dei fiori giallo-violette; gli acheni costolati portano una coroncina di peli.<br /><br />Coltivata come pianta medicinale per le proprietà digestive, amare, anticatarrali, sudorifere e febbrifughe. È apprezzata come curiosa ornamentale.",932262a18038012995e351a7d9443ebe,27747428,,Linneo,"Il greco knécos indicava un cardo giallo usato come colorante.","Si Incontra qua e là nei campi, negli ambienti aridi e incolti fino al piano collinare.","Rara nell'Europa mediterranea.","Cardo benedetto",,,Maggio,Giugno
761735,"Silybum marianum",Specie,"Pianta bienne, simile a un cardo, con grandi foglie abbraccianti, verdi lucenti e screziate di bianco, lobate e spinose al margine. I capolini sono terminali, portati da fusti eretti semplici; l'involucro è dato da brattee di squame spinose; le corolle sono porporine e ì pappi bianchi.<br /><br />Pianta edule, veniva coltivata per le giovani foglie e le radici; ha inoltre proprietà medicinali aperitive, diuretiche, febbrifughe.",62d49cef9d2ad47efb7b9eac73a7b7e1,509366,,"(L.) Gaertn.","In greco sillybon indicava un cardo con foglie screziate; la leggenda vuole che le macchie bianche sulle foglie abbiano avuto origine da gocce di latte della Vergine.","Presente tra i campi e lungo le vie, spesso come relitto di coltura.","È pianta dell'Europa centro-meridionale.","Cardo mariano",,,Giugno,Agosto
839734,"Echinops sphaerocephalus",Specie,"Pianta perenne, a fusto solcato, grigio, foglie pennatopartite, spinose al margine e sopra, lembo inferiore grigio tomentoso. I capolini azzurrognoli sono sferici, gli acheni sono pelosi con pappo dato da una coroncina membranosa.",5c232687d52bcdea8c1e387aae0ab2e1,467552,,Linneo,"Il nome del genere in greco significa 'dall'aspetto di riccio', per l'infiorescenza che è come una sfera spinosa, concetto riproposto nel nome specifico.","È presente qua e là negli ambienti sassosi, negli incolti fino a 1000 m.","Diffusa, ma non frequente, può essere utilizzata per i giardini rocciosi; buona mellifera, ha frutti tossici per il contenuto in alcaloidi.","Cardo pallottola",,,Luglio,Settembre
734733,"Carlina acaulis",Specie,"Pianta perenne, con fusto quasi nullo, fittone robusto, foglie profondamente divise e spinose. I grandi capolini, di 12 cm di ⌀, sono avvolti da brattee fogliose e spinose, hanno ricettacolo piano con fiori bianco-rossastri, circondati da una corona di squame lineari argentee; gli acheni portano lunghi pappi.<br /><br />Questa specie può essere coltivata come ornamentale per decorare giardini rocciosi. I ricettacoli, prima della fioritura, sono eduli e noti sulle Alpi come 'pane del cacciatore'; cotti, si possono preparare come i carciofi, naturalmente dopo aver tolte le spine! Le brattee esterne argentee sono igroscopiche e si aprono e chiudono sul ricettacolo a seconda dell'umidità atmosferica, funzionando da igrometro naturale.",c7eea2a4e5261663a4f4d3b46f760a89,6207226,,Linneo,"Si vuol far derivare il nome da Carlo Magno, che avrebbe usato questa pianta contro la peste; più probabilmente deriva dall'italiano cardelina, poi trasformato in carloina-carlina.","La specie è diffusa nei pascoli, prati, ambienti rocciosi fino al piano alpino.","Diffusa in Europa centrale, dalla Spagna alla Russia.","Carlina bianca",,,Giugno,Settembre
1184732,"Cirsium acaule",Specie,"Pianta perenne, con fusto quasi nullo e robusto rizoma; le foglie in rosetta sono lobato-fide, con spine al margine. L'unico capolino terminale ha fiori porporini, chiusi in un involucro ovale; il pappo è dato da peli pennati.",aeb662974f9cf8a1f3ee1edfb991eefc,6196184,,"(L.) Scop.",,"Pianta degli incolti e dei luoghi aridi, prati e pascoli calcarei, si spinge fino al piano alpino.","Diffusa in Europa, rara nel meridione.","Cardo nano",,,Maggio,Agosto
485731,"Xanthium strumarium",Specie,"Pianta annua, più o meno pubescente, simile alla precedente, con foglie più decisamente lobate e con capolini in racemi allungati che nel frutto presentano due spine diritte.",35378509e98d579b7d4beae088b13fca,6232736,,Linneo,"Nel nome specifico sono ricordati i numerosi capolini gozzuti (dal latino struma = gozzo).","La specie è presente in ambienti analoghi alla precedente.","Cosmopolita, in pratica è diffusa quasi ovunque in Europa.","Nappola minore",,,Luglio,Ottobre
512730,"Xanthium italicum",Specie,"Pianta annua, pubescente, largamente ramificata, con foglie in basso palmato-trilobe, in alto romboidali, più o meno dentate. I capolini ovali sono raccolti in spighe e l'involucro persistente presenta aculei uncinati e all'apice due spine ricurve; i fiori, inclusi nel ricettacolo, praticamente non sono visibili.",7eebbcf5f201cb0b8816ab590c226ff5,6232687,,Moretti,"Il colorante giallo fornito dalla pianta ne ha determinato il nome generico.","Si incontra comunemente negli incolti e ambienti ruderali, sui terreni sabbiosi fino a 600 m.","È distribuita nell'Europa meridionale.","Nappola italiana",,,Luglio,Ottobre
652729,"Xanthium spinosum",Specie,"Pianta annua, con fusto ramoso, foglie appena picciolate con alla base tre spine; il lembo fogliare è a tre lobi profondi; i capolini globosi sono rivestiti di spine uncinate e all'apice portano due spine diritte.",0a0de1069849392c18ebe0a6f97bbff5,23514520,,Linneo,,"È presente negli ambienti ruderali e negli incolti fino a 1000 m.","La specie, originaria dell'America, si è diffusa in gran parte d'Europa.","Nappola spinosa",,,Luglio,Ottobre
479728,"Arctium lappa",Specie,"Pianta bienne, spesso alta fino a 2 m, porta foglie ovato-cordate, con picciolo pieno; i capolini, fino a 3 cm di ⌀, portano fiori porporini entro un ricettacolo di squame uncinate e sono raccolti in corimbi. Gli acheni neri hanno un breve pappo di setole.<br /><br />Sicuramente tutti i bambini hanno provato a lanciare sulle vesti o nei capelli dei compagni i capolini in frutto della bardana. I giovani getti sono eduli; le specie è buona mellifera.<br /><br />Specie simile, ma più ridotta di dimensioni, con infiorescenze a racemo e foglie lanceolate a picciolo cavo, è <em>A. minus</em> (Hill) Bernh., diffusa negli stessi ambienti.",9db865daaa92fd3a5dfdd0e02929fb8f,468152,"(= A. majus Bernh.)",Linneo,"I ricettacoli ispidi uncinati, che si attaccano facilmente alle vesti, hanno dato il nome sia al genere che alla specie.","Qua e là negli incolti, al margine delle vie, negli ambienti ruderali fino oltre i 1000 m.","Diffusa in quasi tutta Europa.","Bardana maggiore, lappola",,,Luglio,Settembre
1039727,"Rudbeckia laciniata",Specie,"Pianta perenne, glabra, con fusto eretto alto fin oltre 1 m, presenta foglie alterne semplici o incise fino a profondamente divise. I grandi capolini peduncolati portano fiori periferici ligulati giallo vivo e fiori del disco tubulosi bruno-neri; gli acheni prismatici, di 5 mm, sono sormontati da un pappo dentellato.",4619562173689efe6f716490ddb8e4bf,467869,,Linneo,"Dedicata a Olaf Rudbeck, botanico svedese del XVII secolo.","Si incontra negli ambienti umidi e nei fossi nel piano basale.","Sfuggita alla coltura dopo l'introduzione dall'America, si incontra subspontanea in varie regioni dell'Europa centrale.",Rudbeckia,,,Luglio,Settembre
679726,"Senecio jacobaea",Specie,"Pianta perenne, con fusto eretto, glabro o pelosetto, angoloso, porta foglie lirate, le superiori pennato-partite; i capolini, di 2 cm di ⌀, con fiori periferici lungamente ligulati, sono riuniti in ampi corimbi. Acheni con pappo peloso.",3ec76934673f1e12961f99ce668631e7,579047,,Linneo,"Il nome del genere deriva dal latino e significa 'vecchio' per i pappi biancastri; fiorisce alla fine di luglio, in corrispondenza della festa di S. Giacomo (25 luglio).","Si incontra qua e là nei prati, al margine di boscaglie, scarpate e talvolta negli ambienti umidi fino al piano montano.","La specie è diffusa, ma non comune.","Senecione di S. Giacomo",,,Giugno,Settembre
700725,"Achillea millefolium",Specie,"Pianta perenne, pelosa e dall'odore aromatico, con fusti ramosi che portano foglie 2.3 pennate. I corimbi di piccoli capolini presentano fiori periferici ligulati, bianchi o rosa; gli acheni sono compressi, senza pappo.<br /><br />È coltivata nei giardini soprattutto per formare tappeti erbosi resistenti al calpestio; le varietà a fiori rosa hanno discreto interesse decorativo. La pianta possiede proprietà vulnerarie, stimolanti, astringenti, antipiretiche.",,467225,,Linneo,"Achille, secondo la leggenda, ne scopri le proprietà medicinali; da questo deriva il nome del genere.","Si incontra nei prati aridi, tra i sassi fino al piano alpino.","È presente in tutto il continente europeo.","Millefoglie, erba dei tagli",,,Maggio,Settembre
782724,"Matricaria chamomilla",Specie,"Pianta annua, fortemente aromatica, con fusti ramosi che portano foglie sottilmente laciniate. I capolini, dal ricettacolo conico e cavo, portano i fiori ligulati leggermente ripiegati verso il basso. Gli acheni, di 2 mm, hanno un breve pappo membranoso.<br /><br />Antica e apprezzata pianta medicinale, ha proprietà antispasmodiche, emollienti, febbrifughe, calmanti.",,820062,,Linneo,"Il nome specifico deriva dai nome latino della pianta.","Infestante dei campi di cereali, si incontra anche al bordo dei sentieri, negli ambienti ruderali e lungo le massicciate ferroviarie.","Comune ovunque in Europa.","Camomilla vera",,,Maggio,Settembre
681723,"Matricaria inodora",Specie,"Pianta annua o bienne, priva di odore aromatico, porta capolini simili a quelli della camomilla vera, ma più grandi e con ricettacolo pieno; le foglie sono laciniate finemente. Gli acheni, di 2 mm, sono bruno-rossastri.",db43c71f178676a56a63fe617f0c47bc,392764,"(= Tripleurospermum inodorum Sch: Bip.)",Linneo,,"Si incontra, non comune, lungo i sentieri, presso gli orti, negli ambienti ruderali fino al piano montano.","Diffusa in tutto il continente.","Camomilla senza odore",,,Maggio,Settembre
531722,"Anthemis cotula",Specie,"Pianta annua, di odore penetrante, presenta fusti più o meno ramosi dalla base con foglie 2 volte pennatosette; i capolini, di 2cm di 0, hanno involucro conico; gli acheni, di 2 mm, sono cilindrici, senza pappo.<br /><br />Come pianta officinale aveva utilizzazioni per le proprietà antispasmodiche, vulnerarie e antiartritiche. Coltivata talora come ornamentale, emana un odore sgradevole se sfregata.",e8749d8a2bef5248ce5bbeeba33d0624,468394,"( = Maruta cotula DC.)",Linneo,"Il nome del genere deriva dal greco e significa 'piccolo fiore'; cotula o cotyla, in latino, indicava dei recipienti a ciotola (sfiorendo, infatti, i fiori si piegano verso il basso ad avvolgere lo stelo).","È presente negli ambienti ruderali, negli incolti, nei campi fino oltre i 1000 m.",,"Camomilla fetida",,,Giugno,Settembre
840721,"Anthemis arvensis",Specie,"Pianta annua, di 10-40 cm, simile nell'aspetto alla camomilla, ma priva di odore; le foglie sono profondamente bip'ennatosette e laciniate; i capolini di fiori ligulati, bianchi, e tubulosi, gialli, sono portati da fusti ramosi, e sul ricettacolo conico presentano pagliette acute; gli acheni, senza pappo, sono solcati con una caratteristica espansione a disco all'apice.<br /><br /><em>A. nobilis</em> L. camomilla romana, è coltivata per le sue qualità aromatiche e si può rinvenire talvolta negli orti e al margine delle colture.",7d72d1a82357cd708c07267ea3b5db7f,468395,,Linneo,,"Si incontra negli ambienti ruderali, nei campi di frumento e al margine delle vie fino al piano montano inferiore.","È specie diffusa in tutta Europa, salvo l'estremo nord.","Camomilla bastarda",,,Aprile,Agosto
832719,"Anthemis tinctoria",Specie,"Pianta perenne, talora lignificata alla base, pelosa, presenta fusti ramosi e foglie finemente, pennate; i capolini sono solitari, con fiori tutti gialli; gli acheni, di 2 mm, portano un pappo a cercine membranoso.<br /><br />Come è indicato dal nome specifico, dai capolini si può ricavare un colorante giallo.",7f624d76f7c129ef2eddd4378f864904,595558,,Linneo,,"Presente negli ambienti aridi e sassosi fino al piano submontano.","Diffusa pressoché in tutta Europa.","Camomilla del tintore",,,Maggio,Settembre
546718,"Cosmos bipinnatus",Specie,"Pianta annua, con fusto scanalato alto oltre 1 m, porta foglie opposte finemente laciniate e capolini di 5-6 cm di ⌀; i fiori periferici presentano grandi ligule bianche o rosse o porporine.",de8b112d68e0aa2dd3513f47f1d5e8f3,467468,,Cav.,"Kósmos in greco significa 'ornamento'; qui riferito ai vistosi e delicati capolini.","Specie comunemente coltivata come ornamentale, si può incontrare subspontanea negli ambienti ruderali; è originaria dell'America.",,Cosmea,,,Luglio,Ottobre
518717,"Tagetes patula",Specie,"Pianta annua, con fusti brevi, spesso ramosi, porta foglie divise con il margine delle foglioline dentalo; i capolini, di 5-7 cm di ⌀, sono caratterizzati da fiori ligulati di colore dal giallo chiaro al bruno; gli acheni, con pappo setoloso, sono appiattiti e lunghi 1 cm.",6068c7a5e5d9293bfaf3ebfbebd81f20,46324260,,Linneo,"Il genere prende il nome dalla divinità romana Tages, rappresentata come giovane avvenente che sorge dalla terra.","Pianta di origine americana, è oggi coltivata comunemente come pregevole ornamentale; si può incontrare come subspontanea nelle discariche.",,Tagete,,,Luglio,Novembre
