id,name,taxa_kind_id_name,description,col_id,eol_id,Sinonimi,Autore,Etimologia,"Tipo di vegetazione","Diffusione geografica","Nome italiano",Fioritura,Altezza,"Inizio fioritura","Fine fioritura"
700621,"Verbascum lychnitis",Specie,"Pianta per lo più bienne, pelosa, grigiastra, con fusto solcato, foglie basali obovato-lanceolate, picciolate e appena crenate, sul fusto sessili; le infiorescenze a pannocchia portano corolle gialle o bianche.<br /><br />Simile, ma con tomento fioccoso uniformemente bianco e peduncoli fiorali brevi, è <em>V. pulverulentum</em> Vill., verbasco a candelabro.",e8192e4cbe452df332b60b8f4a095a96,578532,,Linneo,"In greco lychnos significa 'lampada'; in effetti le foglie servivano come stoppini e anche l'aspetto della pianta ricorda un candelabro.","Diffusa nei prati e negli ambienti sassosi lungo le strade fino al piano alpino.","Presente quasi ovunque in Europa.","Verbasco dal fior bianco",,,Maggio,Agosto
746620,"Verbascum pulverulentum",Specie,,,,,,,,,,,,,
50619,"Verbascum nigrum",Specie,"Pianta perenne, con fusto peloso un po' rossastro, foglie basali picciolate, ovali, più o meno cordate, irregolarmente dentate, in alto sessili, lanceolate. I fiori sono raccolti in racemi semplici o ramosi; le corolle sono gialle e misurano al più 2 cm.",fe449e540fa70bc33aa772db28ce3131,484419,,Linneo,,"Vive negli ambienti ricchi di sostanza nutritizia, nei prati, nelle radure e negli incolti fino alla zona montana.","Presente in tutta Europa, soprattutto quella centro-settentrionale.","Verbasco nero",,,Giugno,Settembre
560618,"Verbascum blattaria",Specie,"Pianta perenne, con fusto eretto, foglie basali in rosetta, più o meno glabre, ovali-lanceolate, dentate, quelle sul fusto abbracciami; i fiori, raccolti in racemi molli, hanno corolle gialle, violette alla base, con ⌀ fino a 3 cm; gli stami differiscono tra loro per l'inserzione delle antere; il frutto è una capsula ovoide.<br /><br />Proprietà simili a <em>V. thapsus</em>.",eb7e4ffc405bf52b544c61705a367d7d,592039,,Linneo,"Forse il nome del genere deriva da barba-scum, che significa 'barbato', per la diffusa pelosità di queste piante; il nome specifico ricorda le proprietà insettifughe della pianta.","È pianta che vegeta nei campi, negli ambienti incolti e ruderali e lungo le strade, nei piani basale e collinare.","Presente in quasi tutta Europa.","Verbasco polline",,,Maggio,Settembre
839617,"Verbascum phoeniceum",Specie,"Pianta annua, con fusto peloso, foglie basai in rosetta appena picciolate, ovali-crenate, quel le sul fusto sessili e molto più piccole; le infiore scenze sono racemi molli, con corolle di 2,5 cm a tubo bianco e lembo porporino.",c22f9f0804b89785b5c2debfb8d7674b,484418,,Linneo,,"Vegeta nei prati aridi e magri ben esposti nel piano basale.","Presente nell'Europa sud-orientale.","Verbasco porporino",,,Giugno,Agosto
453616,"Veronica peregrina",Specie,"Pianta annua, a portamento eretto, glabra, con foglie alla base opposte, lanceolato-ellittiche, più o meno dentate; i fiori sono ascellari, piccoli (5 mm di ⌀), bianco-azzurrini.",2650ce441799d24a33ecba06e3b925d8,578499,,Linneo,,"Presente negli incolti, nei campi più o meno umidi del piano basale.","Specie americana, è naturalizzata nell'Europa occidentale e centrale.","Veronica pellegrina",,,Aprile,Luglio
448614,"Veronica serpyllifolia",Specie,"Pianta perenne, con fusti radicanti ai nodi, con rami eretti fioriti e anche sterili, porta foglie glabre, ovali, più o meno intere, opposte, salvo che nell'infiorescenza di fiori ascellari; le corolle di 5 mm di ⌀ sono bianco-violette.",6cffc354b05bf654ab6bc291573e0b32,578501,,Linneo,,"Vive soprattutto negli ambienti freschi, umidi e lungo i corsi d'acqua fino al piano alpino.","Pressoché presente in tutta Europa.","Erba selvatica",,,Aprile,Ottobre
495613,"Veronica triphyllos",Specie,"Pianta annua, pelosa, con fusti eretti e ramosi, porta foglie in basso opposte e divise in 3-5 lobi, palmate, in alto sono sparse, sessili; i racemi terminali sono molli, con piccoli fiori a corolle di 6 mm di ⌀ azzurre o talora chiare.",95fa51a4e198ac6d43bbd4c27986a92b,578524,,Linneo,,"Si incontra nei campi, nei terreni sabbiosi e sassosi fino a 1000 m.","Non molto comune, irregolarmente distribuita nell'Europa centro-occidentale.","Veronica trifogliata",,,Marzo,Giugno
511612,"Veronica chamaedrys",Specie,"Pianta perenne, rizomatosa, con fusti rampanti eretti, foglie opposte, sessili, pelosette, da ovali a cuoriformi, seghettate. I fiori sono in racemi opposti, senza foglie, con corolle blu-celeste di 1 cm di ⌀.",01732aaa900723d314aff392c6b1c499,578495,,Linneo,"Chamaedrys significa 'piccola quercia', per la forma della foglia.","Si trova nei boschi e nelle siepi, ma anche nei prati e pascoli freschi fino a 1000 m.","È presente nell'Europa occidentale, centrale e settentrionale, al sud legata agli ambienti montuosi.","Veronica comune, veronica maggiore",,,Aprile,Giugno
610611,"Veronica spicata",Specie,"Specie perenne, rizomatosa, con fusto ascendente e foglie ovali a margine appena dentato, pelose, opposte in basso; l'infiorescenza, inconfondibile, è una spiga racemosa lungamente conica, con corolle azzurro intenso di 1 cm di ⌀ (talora biancastre); i lobi corollini sono acuti.",37c9a8c0db32be2b75b7d8e714ea27da,484363,"(= Pseudolysìmachion spicatum Opiz)",Linneo,,"Prati e pascoli aridi fino al piano montano.","Presente con diverse sottospecie nell'Europa continentale e alpina.","Veronica a spiga",,,Maggio,Agosto
554610,"Veronica agrestis",Specie,,,,,,,,,,,,,
44609,"Veronica polita",Specie,,,,,,,,,,,,,
42608,"Veronica persica",Specie,"Specie annua, pelosa, prostrato-rampante, porta foglie ovali a grossi denti, sotto opposte, in alto sparse. Le corolle azzurre con fauce giallognola hanno ⌀ di 1 cm circa; la capsula è compressa, biloba.",57c9c470f8525dbf2e2e63322320a64a,578523,,Poir.,,"Comune infestante dei campi, si incontra negli incolti fino al piano montano.","Come la precedente, è diffusa in quasi tutta Europa, salvo l'estremo nord.","Veronica comune",,,Gennaio,Dicembre
482607,"Veronica praecox",Specie,,,,,,,,,,,,,
43606,"Veronica arvensis",Specie,"Specie annua, prostato-rampante, con infiorescenze terminali, pelosa e in tutto appena più grande della precedente.<br /><br /> Simile è <em>V. praecox</em> All., con corolle di color blu intenso.",08d9ae5a390260b3f0983499600ff38d,578491,,Linneo,,"Molto diffusa nei campi, incolti, ambienti ruderali fino in montagna.","Dalla regione mediterranea oggi è diffusa in tutta Europa.","Vernica dei campi",,,Marzo,Giugno
451605,"Scrophulariaceae - 4",Chiave,"Corolle con tubo evidente, più o meno bilabiate<br />Corolle non speronate",,,,,,,,,,,,
124604,"Scrophulariaceae - 3",Chiave,"Corolle con tubo evidente, più o meno bilabiate<br />Corolle speronate",,,,,,,,,,,,
120603,"Scrophulariaceae - 2",Chiave,"Corolle a tubo quasi nullo, a 4-5 lobi, per lo più su un piano<br />Piante a fusto eretto, spesso più grandi di 50 cm, con foglie anche molto grandi, ovali-ellittiche; corolle gialle o violette più grandi di 1 cm di ⌀",,,,,,,,,,,,
271602,Veronica,Genere,"Corolle a tubo quasi nullo, a 4-5 lobi, per lo più su un piano<br />Piante di 10-30 cm; foglie di piccole dimensioni; corolle azzurre a 4 lobi, al più 1 cm di ⌀.<br /><br />Piante annue o perenni a foglie sparse o alterne da ovali a rotonde, portano corolle a quattro lobi diseguali su un piano, con breve tubo; gli stami sono due; i sepali 4 (5)<br />persistono attorno al frutto, che è una capsula biloculare cuoriforme.<br />Il genere è dedicato a Santa Veronica.<br /><br />",f479d515b908e1c871ae638735b61028,,,,,,,,,,,
551601,"Solanum dulcamara",Specie,,,,,,,,,,,,,
44600,"Solanum nigrum",Specie,"Pianta annua o perennante in climi caldi, con radice fittonante, porta foglie ovali, intere, a margine con denti radi, alla cui ascella sono inserite brevi infiorescenze racemose. Le corolle sono bianche, rotate a lobi acuti, dalla fauce sporgono Se antere gialle; i frutti sono delle bacche di 8 mm di ⌀, dapprima verdi, di color nero opaco quando diventano mature.<br /><br />È una pianta pericolosa per la sua velenosità, che non sempre è costante (se ne spiegano cosi gli usi talora anche alimentari, come verdura); l'alcaloide attivo è la solanina.<br /><br />Allo stesso genere appartiene <em>S. dulcamara</em> L. dulcamara, propria delle siepi, boscaglie ma anche vigneti; presenta foglie pennato-partite o lirate, corolla violetta e caratteristiche bacche ovali-ellittiche rosso carminio; la pianta ha portamento rampicante (sarmentoso).",99f4215d76bc70e056144654b39c6acc,418543,,Linneo,"Nel nome generico si rinviene la radice sol, simile a solago (Heliotropium); altri vedono un riferimento a solamen= conforto, in quanto le foglie hanno proprietà sedative.","Frequente negli ambienti ruderali e antro-pizzati fino a 1000 m circa.",,"Erba morella",,,Marzo,Novembre
1211599,"Datura stramonium",Specie,"Pianta annua, eretta e ramosa, con foglie picciolate, ovali a margine irregolarmente dentato; porta fiori solitari di grandi dimensioni (10 cm) con calice tubuloso e corolla imbutiforme bianca. I frutti sono capsule spinose ovali di 4-5 cm che si aprono in quattro setti e contengono numerosi semi reniformi bruni.<br /><br />La pianta e i semi in particolare contengono hyoscyamina, atropina e scopolamina, per cui è velenosa e può provocare allucinazioni, delirio e midriasi.",ff1e58fe347247eb746d12356810f622,581034,,Linneo,"Il nome del genere ricalca quello arabo della pianta; quello specifico forse dal greco strychnon= solanacea e manikós = eccitato, furente, per le proprietà tossiche della pianta.","Pianta ruderale e infestante, si incontra nei luoghi antropizzati fino a 1000 m circa.","Originaria dell'America centrale, è diffusa oggi in tutto il mondo.",Stramonio,,,Giugno,Ottobre
931598,"Hyoscyamus niger",Specie,"Pianta annua o bienne, di odore sgradevole, porta foglie lobate, solo le inferiori picciolate; i fiori sono sessili o quasi, riuniti in alto sulla pianta, e presentano calice a cinque denti, gonfio alla base e corolla dal margine interno viola, sul lembo giallina con venature violacee; il frutto è una capsula a pisside con semi reniformi.<br /><br />Specie velenosa per la presenza di hyoscyamina e scopolamina, si usava in dosi ridotte come narcotico e antinevralgico (fumigazioni contro il mal di denti).<br />Simile è <em>H. albus</em> L., che presenta tutte le foglie picciolate, i denti del calice non acuti e i fiori privi delle venature viola.",5da2959fe67f49c04742f183196c2f80,581037,,Linneo,"Il nome generico deriva dal greco e significa 'fava dei maiali'.","Si rinviene in prossimità di abitati, ruderi e macerie fino oltre i 1000 m.","Pianta di origine asiatica, è diffusa ovunque.","Giusquiamo nero",,,Maggio,Agosto
965595,"Origanum vulgare",Specie,"Pianta perenne che sfregata emana odore aromatico, ha fusto pelosetto in allo rossastro; le foglie, ovali, sono appena picciolate; il calice è regolare a cinque denti, le corolle sono rosa e le brattee dello spicastro sono violetto-porporine; le infiorescenze sono a pannocchia.<br /><br />Questa specie è usata come aromatica, in particolar modo le sommità fiorite; ha anche pregi ornamentali ed è buona mellifera.",50177cc4a7386e185dd60fa302b0664a,579367,,Linneo,"Il genere deriva dal nome greco della pianta.","Vive negli ambienti aridi, sulle scarpate e le rupi fino al piano montano.","Presente in quasi tutta Europa.","Origano; Maggiorana selvatica",,,Maggio,Settembre
710594,"Ocimum basilicum",Specie,"Pianta erbacea annua, glabra, a foglie ovali, ottuse, con intenso odore aromatico; porta spicastri di fiori bilabiati bianchi o appena azzurri.",87a4d6b27bcfb3f8bda26f02883da888,579364,,Linneo,"L'intenso odore del basilico è ricordato nel nome del genere, da ózein = emano odore; basilico deriva da basilèus = re, nel senso di rimedio regale.","È una pianta coltivata come aromatizzante dei cibi, qua e là inselvatichita.","Originaria dell'Asia e Africa tropicale.",Basilico,,,Maggio,Settembre
530593,"Nepeta cataria",Specie,"È pianta perenne, profumata di menta, con fusto eretto, peloso, grigiastro; le foglie pubescenti sono ovali-cuoriformi, dentate; gli spicastri densi formano una pannocchia di fiori bianco-rosati, punteggiati di rosso.<br /><br />È coltivata come ornamentale e per le proprietà medicinali, come stimolante e antispasmodica; i gatti, attratti dall'odore, amano rotolarsi su di essa.",8181300499e0b42bc1a702083268be37,595653,,Linneo,"Il nome del genere deriva dalla città etrusca di Nepetum, il nome specifico deriva dal tardo latino cattus = gatto.","Si incontra negli incolti e negli ambienti ruderali, lungo le siepi e al bordo delle strade fino a 1000 m.","È prevalentemente una specie mediterranea orientale, e si presenta altrove in Europa in modo piuttosto discontinuo, introdotta e diffusa dalla coltura.","Gattaia; Erba gatta",,,Maggio,Agosto
883592,"Hyssopus officinalis",Specie,"Pianta perenne, legnosa alla base, molto profumata; presenta un fusto appena peloso, foglie lineari-revolute. Gli spicastri sono distesi e le corolle a tubo incurvato sono azzurro-violette.<br /><br />Coltivata come pianta medicinale per le proprietà toniche, depurative, bechiche, espettoranti. Ottima mellifera.",c16b406ad986c8029c648de4ed8ddf84,579591,,Linneo,"Il nome del genere deriva da quello greco della pianta.","Luoghi secchi e pietrosi, pascoli, preferibilmente su calcare, fino al piano alpino.","Di origine asiatica, l'issopo è stato diffuso in Europa centrale e meridionale dal Medioevo.",Issopo,,,Giugno,Settembre
666591,"Calamintha acinos",Specie,,,,,,,,,,,,,
44590,"Melissa officinalis",Specie,"È specie perenne, rizomatosa, di odore molto gradevole, con grandi foglie ovali a margine con grossi denti regolari, disposte tutte sul fusto; i fiori sono raccolti in verticilli ascellari, con calice bilabiato e corolle bilabiate di color bianco o rosato.<br /><br />Specie di origine asiatica, era largamente coltivata a scopo officinale per estrarre l'acqua e l'olio o essenza di melissa; entra nelle ricette di numerosi liquori e ha azione stimolante, usata contro le vertigini e le nevralgie.",063d3dce9c1433400653f16a9bf8a6d5,582374,,Linneo,"Il nome generico deriva dal greco, significando 'ape', con chiaro riferimento alle qualità mellifere della pianta.","Per lo più coltivata, si trova anche inselvatichita come ruderale negli abitati, siepi e incolti.","Diffusa soprattutto nell'Europa meridionale, ora più rara di un tempo.","Melissa cedronella",,,Maggio,Agosto
912589,"Origanum majorana",Specie,"Pianta annua o bienne, ramificata e aromatica, porta foglie ovali, piccole; i fiori sono riuniti in pannocchie di spicastri terminali; il calice è conico, aperto da un lato, la corolla quasi regolare con cinque lobi, quattro acuti e uno terminante a due denti, di colore bianco-rosato.<br /><br />Largamente utilizzata come pianta aromatica, soprattutto per insaporire i cibi.",a52b3564b018a8a58baf4b484711da4c,579365,"(= Majorana hortensis Moench)",Linneo,"L'etimologia della specie si vuole far risalire al latino major e al nome tardo latino di essa, mezurana.","Coltivata, si trova inselvatichita negli incolti e negli abitati.","È specie originaria del Medio Oriente.",Maggiorana,,,Giugno,Settembre
738588,"Thymus serpyllum",Specie,"Pianta perenne, lignificata, suffruticosa; ha portamento prostrato-tappezzante, foglie lineari o rotonde di 1-1,5 cm; i piccoli fiori di ½ cm sono raccolti in spicastri compatti, subsferici; le corolle sono rosa con macchie scure.<br /><br />Si tratta di una specie molto polimorfa con numerose specie a diffusione regionale affini alla principale. Può essere usata anche come condimento, si presta ad adornare giardini rocciosi ed è buona mellifera.",2cc2341d6195d0a31765347a973479e9,,,Linneo,"Il nome del genere deriva dal greco e significa 'profumato'.","Vive nei luoghi aridi, pascoli, ambienti rupestri fino al piano alpino.","Presente in quasi tutta Europa.",Serpillo,,,Maggio,Settembre
727587,"Thymus vulgaris",Specie,"Pianta perenne, con fusti molto ramosi, lignificati, prostrati; le foglie sono lanceolate, revolute al margine; gli spicastri sono a verticilli distesi, e i fiori hanno corolle rosa-biancastre.<br /><br />Ne viene estratta un'essenza per profumeria e le foglie servono per insaporire i cibi.",7a291f9206ab626700c6586a15698231,484542,,Linneo,,"Vive negli ambienti aridi ed è talora coltivata come aromatica fino a 800 m.","Il timo è presente nell'Europa mediterranea, ma raro, più diffuso con la coltura.",Timo,,,Maggio,Luglio
559586,"Satureja hortensis",Specie,"Pianta annuale, aromatica, con fusto eretto ramoso, rossastro o cenerino; le foglie sono lineari, di 2 cm; i fiori portano corolle lilla di 6 mm circa.<br /><br />Viene utilizzata soprattutto come aromatizzante dei cibi.",1f008ba9ab5b6c82fc8b88fed8a7027b,579694,,Linneo,,"È presente nei terreni sabbiosi, campi, incolti aridi fino a 1000 m.","Diffusa nell'Europa meridionale.",Santoreggia,,,Giugno,Settembre
442585,"Satureja montana",Specie,"Pianta perenne, legnosa alla base, con fusti pubescenti; le foglie sono lineari-lanceolate, lucide e un po' revolute al margine. I fiori, raccolti in spicastri, hanno corolle bianche, porporine o rosate.<br /><br />Usata come aromatizzante per i cibi, ha proprietà toniche, stimolanti e aperitive; è buona mellifera.",9968434ef1f7d6f292aab76efd46d10c,485130,,Linneo,"Il nome del genere deriva dal latino satura = ciotola di legumi, probabilmente insaporiti con questa pianta.","È presente in ambienti prativi aridi e rocciosi fino al piano montano.","Legata ad ambienti montuosi dell'Europa meridionale.","Santoreggia montana",,,Giugno,Settembre
680584,Lavandula,Genere,,,,,,,,,,,,,
34583,"Marrubium vulgare",Specie,"Pianta perenne, fittonante, ricoperta di peli biancastri, ha un forte odore; le foglie sono rotonde e picciolate; i fiori sono riuniti in verticilli densi e subsferici, i denti del calice sono più lunghi della corolla, biancastra.",d7db922f5229fec93b6ff099b4e55875,582376,,Linneo,"L'origine del nome è incerta, forse deriva dall'ebraico mar rob= amarissimo, per le proprietà del succo.","È specie ruderale, degli incolti e degli ambienti aridi fino al piano collinare,","Presente in quasi tutta Europa, comune nella zona meridionale.","Marrubio; mentastro",,,Maggio,Agosto
609582,"Sideritis montana",Specie,"Pianta annua, con radice fittonante, pelosa, ramosa; lo spicastro porta fiori gialli, con calice a cinque denti, corolla a labbro superiore breve.<br /><br />Diffusa lungo le coste dell'Europa meridionale è anche la lavanda (<em>Lavandula stoechas</em> L., e L. angustifolia Mill.), dalle caratteristiche infiorescenze terminali a spiga di fiori azzurri.",1d8e66fbcc71dd8fb025ff9f082cbee1,579425,,Linneo,"Il genere deriva dal greco sideros= ferro, vuoi perché può guarire ferite da arma bianca, vuoi per la forma a lancia dei denti del calice.","Vive nei luoghi aridi, nei luoghi pietrosi lungo le coste.","È specie mediterranea.",Stregonia,,,Maggio,Luglio
693581,"Glechoma hederacea",Specie,"È una pianta perenne, rizomatosa e stolonifera, con fusti prostrato-rampanti che radicano ai nodi; le foglie sono rotonde-reniformi a margine crenato; i fiori sono in verticilli radi, con corolle violette.<br /><br />Tra le varie proprietà, l'edera terrestre è tonica, astringente, vulneraria e vermifuga; l'infuso viene usato contro la tosse e l'asma.",98473b96c7ac32c2cfdc31d7b10d8445,483313,,Linneo,"Il nome del genere si rifa alla voce greca che indicava una pianta di questo aspetto.","Propria di ambienti ombrosi e freschi, si presenta anche su prati e pascoli, fossi e siepi fino al piano montano.","Diffusa in tutta Europa.","Edera terrestre",,,Marzo,Giugno
702580,"Stachys recta",Specie,"Pianta perenne, a fusto prostrato-ascendente, con foglie sul fusto lanceolate, appena dentate; fiori in spicastri poveri, con calice campanulato e corolla gialla decisamente bilabiata, punteggiata di violetto.<br /><br />Con pannocchia densa terminale e fiori gialli è <em>S. alopecuros</em> (L.) Bentham, betonica bianca, legata agli ambienti montani.",543b2f5ff17a6453c949fead587ed20a,579665,,Linneo,,"Si incontra nei prati aridi e rocciosi fino a 2000 m.","Pianta sud-europea, prevalentemente legata ad ambienti montuosi","Stregona gialla",,,Maggio,Agosto
588579,"Stachys annua",Specie,,,,,,,,,,,,,
40578,"Stachys arvensis",Specie,"Pianta annua, con fusti ramosi ascendenti, foglie picciolate, ovato-ellittiche, crenate; gli spicastri sono radi, con brattee lanceolate e corolle di 1 cm circa color porpora.",ea19d895471c1fd37e373fe5fce1c9d2,579670,,Linneo,"Stachys in greco significa 'spiga'.","È presente nei campi, nelle vigne, al bordo dei sentieri, dal piano basale a quello collinare.","Diffusa pressoché in tutta Europa.","Stregona minore, betonica",,,Marzo,Giugno
473577,"Stachys officinalis",Specie,"Pianta perenne, rizomatosa, con fusti eretti semplici, foglie basali picciolate, ovato-cordate, crenate, foglie del fusto più strette, sessili o appena picciolate. Fiori in spighe terminali con calice campanulato e corolla porporina di circa 1 cm.<br /><br />Un tempo rimedio per tutti i mali, ha proprietà vulnerarie, stimolanti, toniche, aperitive; le parti sotterranee sono emetiche e purgative.",655dc315a20dd221cf6ab9fd4ef7c89c,579676,"(= Betonica officinalis L.)","(L.) Trevisan",,"Prati aridi e pascoli fino oltre i 1500 m.","Presente pressoché in tutta Europa.","Betonica comune; Erba betonica",,,Giugno,Settembre
659576,"Lamium purpureum",Specie,"Pianta bienne, piccola, con foglie picciolate, cuoriformi-crenate; foglie dello spicastro arrossate, corolle porporine.",e547fe9ee2d745ee0dd29793aa8fb76d,595655,,Linneo,,"Specie ruderale, infestante, si rinviene anche lungo le vie fino al piano montano.","È presente in quasi tutta Europa.","Falsa ortica",,,Marzo,Novembre
355575,"Lamium amplexicaule",Specie,"Pianta annua, con fusti prostrato-ascendenti; ha foglie rotonde o reniformi, crenate, subsessili in alto; gli spicastri portano fiori con corolle porporine.",ee644d1fe0c71c8000c4d3ea6df7b1dd,579592,,Linneo,,"Presente nei campi, nelle vigne, nei ruderi e negli orti fino al piano montano.","Diffusa quasi in tutta Europa.","Erba ruota",,,Aprile,Settembre
388574,"Lamium maculatum",Specie,"Pianta perenne, rizomatosa, pelosa: il fusto è quadrangolare e porta in basso foglie picciolate, ovato-cordate, seghettate e macchiate di bianco. I fiori, di 2 cm, hanno la corolla di color rosso-porpora.",3fb834c062a0f59bd08ad0b825dfed96,579593,,Linneo,"Il nome del genere deriva dal greco significando 'bocca aperta', per la caratteristica forma delle corolle.","Vive negli incolti, nelle siepi, lungo i fossi fino a 1200 m.","È presente in quasi tutta Europa.","Falsa ortica macchiata",,,Marzo,Novembre
539573,"Lamium album",Specie,"Pianta perenne, rizomatosa, a fusto più o meno peloso; porta foglie ovali-acute e spicastri di fiori a corolla bianca, di 2 cm. Emana odore sgradevole.",fcd056ab094a45152551a061429ebe88,579590,,Linneo,,"È specie ruderale e nitrofila, propria dei fossi e dei luoghi abitati, degli incolti fino al piano montano.","Presente pressoché in tutta Europa.","Falsa ortica bianca",,,Maggio,Agosto
418572,"Ballota nigra",Specie,"Pianta perenne, di sgradevole odore, lignificata in basso, a foglie ovali, picciolate, crenate al margine; gli spicastri sono densi, formati da fiori rosa di 1-1,5 cm; il calice ha cinque denti.<br /><br />Buona mellifera, aveva impiego officinale come stimolante, detersiva e antiepilettica.",d79b9c8a6588f7fddae6caf65103fda5,579636,,Linneo,"Il nome del genere è quello riportato da Plinio e Dioscoride.","Pianta ruderale, si incontra anche lungo i muri e i sentieri fino al piano montano.","È presente in quasi tutta Europa, soprattutto in quella mediterraneo-orientale.","Marrubio selvatico",,,Maggio,Agosto
641571,"Galeopsis tetrahit",Specie,"Pianta annua, con fusti rigonfiati ai nodi, coperti di peli sulle facce opposte; il calice regolare presenta lunghi denti laciniati, le corolle sono bianco-rosate. Le foglie sono ovali, picciolate e seghettate.<br /><br />I semi ricchi di olio avevano un tempo qualche utilizzazione.",ef4975fb71673efaf38a0693c0dac448,579604,,Linneo,"Il nome specifico ricorda l'aspetto tetragono del fusto.","È presente nei campi, negli ambienti ricchi di sostanze nutritizie, fino al piano montano.","Diffusa in tutta Europa.","Canapetta comune",,,Maggio,Settembre
584570,"Galeopsis speciosa",Specie,"Pianta annua, con fusti un po' pelosi e ingrossamenti ai nodi; porta fiori verticillati con corolle grandi oltre 3 cm, bianco-gialle, con labbro inferiore viola picchiettato di giallo.",66911edc9d34331dc4ea47b820d47553,579600,,Mill.,,"Presente tra i ruderi e le pietre, nei campi, lungo siepi e boschi fino a 800 m.","Diffusa quasi in tutta Europa.","Canapetta screziata",,,Giugno,Agosto
421569,"Galeopsis ladanum",Specie,,,,,,,,,,,,,
44568,"Galeopsis angustifolia",Specie,"Pianta annuale, con fusto ascendente ramoso, con peli sparsi, foglie allungate lanceolate, appena dentellate; i fiori sono in verticilli distanziati, color rosa-porpora.<br /><br />Simile alla precedente, ma con fusto semplice, non ingrossato sotto i nodi, foglie ovali più brevi e denti più accentuati, è <em>G. ladanum</em> L., canapetta violacea.",7cda5ebd8b6567a66ae79a52f504c00c,579599,,Ehrh,"La corolla a forma di casco ha dato il nome al genere, dal latino galea.","Si incontra nei luoghi aridi e incolti, nei campi, prevalentemente su calcare, fino al piano montano.","È specie diffusa prevalentemente in Europa meridionale.","Canapetta a foglie strette",,,Maggio,Agosto
720567,"Galeopsis segetum",Specie,"Pianta annua, pelosa, con radice principale sviluppata; porta foglie ovali-dentate e fiori regolarmente verticillati con calice peloso e corolle gialle, grandi (3 cm).",944a791b5d2679ac67e1af6b57d42d4a,483184,,Neck.,,"Si incontra sui terreni sassosi, nei campi e negli ambienti ruderali, preferibilmente su silice, fino a 1200 m.","Presente nell'Europa atlantica e subatlantica, più rara altrove.","Canapetta campestre",,,Giugno,Agosto
469566,"Salvia verticillata",Specie,"Pianta perenne, con fusti eretti, ramosi, pubescenti, porta foglie picciolate con orecchiette alla base; gli spicastri sono ricchi di fiori, con calice campanulato violaceo e corolla di color viola-porporino.<br /><br /> Con foglie senza orecchiette, spicastri con verticilli poveri ma fiori di maggiori dimensioni è <em>S. sclarea</em> L. che si incontra rara nei pascoli e prati aridi, peraltro coltivata come pianta aromatica.",0cf8f57ecef0bd25436811e4a6fc3c4a,579418,,Linneo,,"Si inconlra negli incolti, al bordo dei sentieri, negli ambienti ruderali fino oltre i 1500 m.","Gravita prevalentemente nell'Europa centro-meridionale.","Salvia spuria",,,Maggio,Settembre
706564,"Salvia pratensis",Specie,"Pianta perenne, con fittone ingrossato, foglie In rosetta basale con lamina intera grossolanamente dentata; i fusti un po' pelosi portano spicastri di 2-6 fiori su ogni verticillo. Il calice erbaceo pelosetto racchiude il tubo corollino, ampiamente bilabiato, azzurro-violetto. La pianta ha un odore intenso, non gradevole.<br /><br />La specie, distribuita prevalentemente nell'Europa mediterranea, è presente anche nel resto del continente.",047695b7071a96293a177465de6244e8,579406,,Linneo,"Il nome del genere deriva dal latino salvare, con chiaro riferimento alle proprietà medicinali di queste piante.","Si incontra nei prati e pascoli magri fino al piano montano.",,"Salvia comune",,,Maggio,Settembre
739563,"Salvia officinalis",Specie,"Pianta perenne, cespugliosa, lignificata, diffusamente grigia e di odore intensamente aromatico. Le foglie sono intere, ovali-oblunghe, gli spicastri hanno verticilli di fiori distanziati, calice bruno e corolla di color viola-azzurro.<br /><br />Questa pianta viene coltivata per le proprietà officinali e come aromatica; come ornamentale adorna i giardini di roccia. Ha proprietà digestive, eccitanti e antinevralgiche; era considerata rimedio per tutti i mali ed è un'ottima mellifera.",80d9e7d1945b8916441ee5e97d879f40,578478,,Linneo,,"Spontanea, si incontra qua e là negli ambienti rocciosi e aridi della regione mediterranea fino a 700 m.","Specie sud-europea mediterranea, è coltivala largamente negli orti.",Salvia,,,Aprile,Giugno
777562,"Prunella laciniata",Specie,"Pianta con breve rizoma, villosa, con foglie basali ovato-ellittiche e quelle del fusto con lunghi denti, pennate; le spighe terminali hanno fiori bianco-giallastri.",73f74324f64df0964a9449c34699ebf5,579654,,Linneo,"Il nome del genere, detto anche Brunella, deriva dal tedesco Bräune = angina, in rapporto alle virtù medicinali della pianta.","Presente nei prati ben esposti, secchi, soprattutto su calcare, fino al piano montano.","La specie ha una distribuzione prevalente nell'Europa mediterranea","Prunella gialla",,,Aprile,Agosto
570561,"Prunella vulgaris",Specie,"Pianta perenne, rizomatosa, con foglie tutte intere o appena dentate, porta spighe dense con corolle violette o porporine.<br /><br />Ha proprietà astringenti, febbrifughe, antidiarroiche ed è buona mellifera.",83c767c06fb87ede052bc20f87b4c2cc,579652,,Linneo,,"Comune nei luoghi erbosi, nei boschi e nei pascoli alpini fino a 2000 m.","Diffusa in tutta Europa.","Prunella; Brunella",,,Aprile,Ottobre
434560,"Prunella grandiflora",Specie,,,,,,,,,,,,,
